Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche
2013-07-23,5.0,316.29681714496,0.0,24.95,12.0,,
2013-07-24,1.0,141.891908195545,3.0,24.075,11.0,,
2013-07-24,2.0,698.340862077002,3.0,24.075,11.0,,
2013-07-24,3.0,328.023102507764,3.0,24.075,11.0,,
2013-07-24,4.0,83.5816326885927,3.0,24.075,11.0,,
2013-07-24,5.0,327.339400651794,3.0,24.075,11.0,,
2013-07-25,1.0,167.701216640907,2.0,23.0875,9.0,,
2013-07-25,2.0,681.250768331783,2.0,23.0875,9.0,,
2013-07-25,3.0,280.809721012322,2.0,23.0875,9.0,,
2013-07-25,4.0,65.8902979709521,2.0,23.0875,9.0,,
2013-07-25,5.0,303.192537586556,2.0,23.0875,9.0,,
2013-07-26,1.0,147.272084366206,3.0,27.2625,6.0,,
2013-07-26,2.0,718.016648132155,3.0,27.2625,6.0,,
2013-07-26,3.0,352.293883343641,3.0,27.2625,6.0,,
2013-07-26,4.0,53.1984562311259,3.0,27.2625,6.0,,
2013-07-26,5.0,331.522091778847,3.0,27.2625,6.0,,
2013-07-27,1.0,161.403357795112,1.0,26.1625,10.0,,
2013-07-27,2.0,855.619095347599,1.0,26.1625,10.0,,
2013-07-27,3.0,382.965879977945,1.0,26.1625,10.0,,
2013-07-27,5.0,358.892714466409,1.0,26.1625,10.0,,
2013-07-28,1.0,86.0791432446654,4.0,24.8875,13.0,61.0,
2013-07-28,2.0,871.802546455837,4.0,24.8875,13.0,61.0,
2013-07-28,3.0,360.096105223697,4.0,24.8875,13.0,61.0,
2013-07-28,5.0,437.824795495097,4.0,24.8875,13.0,61.0,
2013-07-29,1.0,183.564164400591,1.0,22.7875,10.0,,
2013-07-29,2.0,672.50214523923,1.0,22.7875,10.0,,
2013-07-29,3.0,356.033434735079,1.0,22.7875,10.0,,
2013-07-29,5.0,368.951029057165,1.0,22.7875,10.0,,
2013-07-30,1.0,132.111640117897,5.0,21.075,13.0,21.0,
2013-07-30,2.0,690.117757120039,5.0,21.075,13.0,21.0,
2013-07-30,3.0,354.531775116541,5.0,21.075,13.0,21.0,
2013-07-30,5.0,424.086156965952,5.0,21.075,13.0,21.0,
2013-07-31,1.0,144.745431773143,5.0,20.275,16.0,65.0,
2013-07-31,2.0,667.842224335937,5.0,20.275,16.0,65.0,
2013-07-31,3.0,321.075920611583,5.0,20.275,16.0,65.0,
2013-07-31,5.0,426.985804024935,5.0,20.275,16.0,65.0,
2013-08-01,1.0,157.854023011106,6.0,23.4,7.0,21.0,
2013-08-01,2.0,667.213719343287,6.0,23.4,7.0,21.0,
2013-08-01,3.0,304.830310037868,6.0,23.4,7.0,21.0,
2013-08-01,4.0,60.5614573229725,6.0,23.4,7.0,21.0,
2013-08-01,5.0,322.294307178179,6.0,23.4,7.0,21.0,
2013-08-02,1.0,117.359342094889,0.0,31.4375,7.0,,
2013-08-02,2.0,689.695100983376,0.0,31.4375,7.0,,
2013-08-02,3.0,379.526700654912,0.0,31.4375,7.0,,
2013-08-02,4.0,68.1222020855149,0.0,31.4375,7.0,,
2013-08-02,5.0,282.371517214865,0.0,31.4375,7.0,,
2013-08-03,1.0,186.027178770079,4.0,23.3625,11.0,63.0,
2013-08-03,2.0,930.801703150498,4.0,23.3625,11.0,63.0,
2013-08-03,3.0,454.705780795563,4.0,23.3625,11.0,63.0,
2013-08-03,4.0,51.2749992906831,4.0,23.3625,11.0,63.0,
2013-08-03,5.0,399.283316370115,4.0,23.3625,11.0,63.0,
2013-08-04,1.0,104.708216687715,3.0,23.05,8.0,,
2013-08-04,2.0,862.752429028985,3.0,23.05,8.0,,
2013-08-04,3.0,382.85648750844,3.0,23.05,8.0,,
2013-08-04,4.0,67.1568816245378,3.0,23.05,8.0,,
2013-08-04,5.0,461.704848992483,3.0,23.05,8.0,,
2013-08-05,1.0,146.775309890073,0.0,25.8,10.0,,
2013-08-05,2.0,520.947179812455,0.0,25.8,10.0,,
2013-08-05,3.0,331.615355447409,0.0,25.8,10.0,,
2013-08-05,5.0,354.247243408463,0.0,25.8,10.0,,
2013-08-06,1.0,131.956277381283,5.0,22.225,13.0,,
2013-08-06,2.0,498.920948322354,5.0,22.225,13.0,,
2013-08-06,3.0,344.104806694018,5.0,22.225,13.0,,
2013-08-06,4.0,69.705360420462,5.0,22.225,13.0,,
2013-08-06,5.0,441.521507016938,5.0,22.225,13.0,,
2013-08-07,1.0,160.593417296116,4.0,19.2125,8.0,,
2013-08-07,2.0,519.197204695832,4.0,19.2125,8.0,,
2013-08-07,3.0,341.483544581514,4.0,19.2125,8.0,,
2013-08-07,4.0,83.1094116270633,4.0,19.2125,8.0,,
2013-08-07,5.0,423.850318191533,4.0,19.2125,8.0,,
2013-08-08,1.0,153.099424561652,7.0,16.975,12.0,20.0,
2013-08-08,2.0,486.25509543792,7.0,16.975,12.0,20.0,
2013-08-08,3.0,298.005519792868,7.0,16.975,12.0,20.0,
2013-08-08,4.0,96.7720958104522,7.0,16.975,12.0,20.0,
2013-08-08,5.0,464.87537153539,7.0,16.975,12.0,20.0,
2013-08-09,1.0,125.620344387906,4.0,20.3375,10.0,21.0,
2013-08-09,2.0,539.975155104136,4.0,20.3375,10.0,21.0,
2013-08-09,3.0,328.22992428157,4.0,20.3375,10.0,21.0,
2013-08-09,4.0,81.4817797241125,4.0,20.3375,10.0,21.0,
2013-08-09,5.0,450.085987485785,4.0,20.3375,10.0,21.0,
2013-08-10,1.0,185.177162656408,7.0,19.3625,12.0,61.0,
2013-08-10,2.0,614.511830668785,7.0,19.3625,12.0,61.0,
2013-08-10,3.0,351.617029216224,7.0,19.3625,12.0,61.0,
2013-08-10,4.0,59.9811123644503,7.0,19.3625,12.0,61.0,
2013-08-10,5.0,450.993337129113,7.0,19.3625,12.0,61.0,
2013-08-11,1.0,73.2088330039992,7.0,16.3875,9.0,61.0,
2013-08-11,2.0,666.9113081568,7.0,16.3875,9.0,61.0,
2013-08-11,3.0,341.033029953849,7.0,16.3875,9.0,61.0,
2013-08-11,4.0,60.7087857619079,7.0,16.3875,9.0,61.0,
2013-08-11,5.0,583.491717818235,7.0,16.3875,9.0,61.0,
2013-08-12,1.0,154.504729536697,7.0,16.45,11.0,63.0,
2013-08-12,2.0,510.019126480035,7.0,16.45,11.0,63.0,
2013-08-12,3.0,253.6233554703,7.0,16.45,11.0,63.0,
2013-08-12,4.0,97.7406166426712,7.0,16.45,11.0,63.0,
2013-08-12,5.0,356.026341718574,7.0,16.45,11.0,63.0,
2013-08-13,1.0,134.064451548102,3.0,16.4,16.0,95.0,
2013-08-13,2.0,535.403212817658,3.0,16.4,16.0,95.0,
2013-08-13,3.0,271.591283834177,3.0,16.4,16.0,95.0,
2013-08-13,4.0,113.863641914766,3.0,16.4,16.0,95.0,
2013-08-13,5.0,344.643463915453,3.0,16.4,16.0,95.0,
2013-08-14,1.0,156.972510536869,4.0,18.2625,18.0,61.0,
2013-08-14,2.0,520.123590697437,4.0,18.2625,18.0,61.0,
2013-08-14,3.0,309.116290264651,4.0,18.2625,18.0,61.0,
2013-08-14,4.0,105.567865241887,4.0,18.2625,18.0,61.0,
2013-08-14,5.0,441.253111778104,4.0,18.2625,18.0,61.0,
2013-08-15,1.0,164.763795399756,3.0,19.8,8.0,,
2013-08-15,2.0,538.231262832354,3.0,19.8,8.0,,
2013-08-15,3.0,266.575408936199,3.0,19.8,8.0,,
2013-08-15,4.0,59.7561020638342,3.0,19.8,8.0,,
2013-08-15,5.0,416.610037755781,3.0,19.8,8.0,,
2013-08-16,1.0,147.79799759804,4.0,23.575,11.0,0.0,
2013-08-16,2.0,552.153714601025,4.0,23.575,11.0,0.0,
2013-08-16,3.0,241.76897512804,4.0,23.575,11.0,0.0,
2013-08-16,4.0,75.2564619591539,4.0,23.575,11.0,0.0,
2013-08-16,5.0,344.468629393561,4.0,23.575,11.0,0.0,
2013-08-17,1.0,221.630418006017,6.0,20.55,7.0,0.0,
2013-08-17,2.0,583.657434231324,6.0,20.55,7.0,0.0,
2013-08-17,3.0,280.170045804428,6.0,20.55,7.0,0.0,
2013-08-17,4.0,96.5293135082104,6.0,20.55,7.0,0.0,
2013-08-17,5.0,519.834929394153,6.0,20.55,7.0,0.0,
2013-08-18,1.0,92.489778506026,7.0,18.5875,10.0,63.0,
2013-08-18,2.0,669.186211470815,7.0,18.5875,10.0,63.0,
2013-08-18,3.0,282.599786111443,7.0,18.5875,10.0,63.0,
2013-08-18,4.0,150.122396942697,7.0,18.5875,10.0,63.0,
2013-08-18,5.0,479.499541699925,7.0,18.5875,10.0,63.0,
2013-08-19,1.0,145.87913275728,5.0,18.4875,8.0,,
2013-08-19,2.0,499.912512856933,5.0,18.4875,8.0,,
2013-08-19,3.0,249.391160860983,5.0,18.4875,8.0,,
2013-08-19,4.0,107.407999333161,5.0,18.4875,8.0,,
2013-08-19,5.0,374.247117082749,5.0,18.4875,8.0,,
2013-08-20,1.0,111.842396126739,7.0,17.775,8.0,61.0,
2013-08-20,2.0,478.730297151576,7.0,17.775,8.0,61.0,
2013-08-20,3.0,257.620799680939,7.0,17.775,8.0,61.0,
2013-08-20,4.0,64.5022565329893,7.0,17.775,8.0,61.0,
2013-08-20,5.0,340.090359959321,7.0,17.775,8.0,61.0,
2013-08-21,1.0,125.336522713024,5.0,20.125,8.0,,
2013-08-21,2.0,440.815636456397,5.0,20.125,8.0,,
2013-08-21,3.0,271.133442105753,5.0,20.125,8.0,,
2013-08-21,4.0,65.9210119267558,5.0,20.125,8.0,,
2013-08-21,5.0,352.695324198643,5.0,20.125,8.0,,
2013-08-22,1.0,132.916428220302,4.0,21.6625,8.0,,
2013-08-22,2.0,497.731338188322,4.0,21.6625,8.0,,
2013-08-22,3.0,229.323435589195,4.0,21.6625,8.0,,
2013-08-22,4.0,111.144301377526,4.0,21.6625,8.0,,
2013-08-22,5.0,343.348933556103,4.0,21.6625,8.0,,
2013-08-23,1.0,162.958958703106,1.0,22.0375,14.0,,
2013-08-23,2.0,503.672089526472,1.0,22.0375,14.0,,
2013-08-23,3.0,260.926195756112,1.0,22.0375,14.0,,
2013-08-23,4.0,94.2272902889274,1.0,22.0375,14.0,,
2013-08-23,5.0,375.317567662845,1.0,22.0375,14.0,,
2013-08-24,1.0,201.543109556297,0.0,20.85,16.0,5.0,
2013-08-24,2.0,707.94429725517,0.0,20.85,16.0,5.0,
2013-08-24,3.0,282.401869590288,0.0,20.85,16.0,5.0,
2013-08-24,4.0,124.737464409769,0.0,20.85,16.0,5.0,
2013-08-24,5.0,536.196771958902,0.0,20.85,16.0,5.0,
2013-08-25,1.0,83.0226725739551,0.0,21.3875,16.0,5.0,
2013-08-25,2.0,726.257649523775,0.0,21.3875,16.0,5.0,
2013-08-25,3.0,360.817001197227,0.0,21.3875,16.0,5.0,
2013-08-25,4.0,141.066888354584,0.0,21.3875,16.0,5.0,
2013-08-25,5.0,495.194334936839,0.0,21.3875,16.0,5.0,
2013-08-26,1.0,165.829031676714,0.0,20.125,15.0,5.0,
2013-08-26,2.0,451.536740815421,0.0,20.125,15.0,5.0,
2013-08-26,3.0,244.936370498996,0.0,20.125,15.0,5.0,
2013-08-26,4.0,104.448858869003,0.0,20.125,15.0,5.0,
2013-08-26,5.0,368.72576849632,0.0,20.125,15.0,5.0,
2013-08-27,1.0,118.473650434102,1.0,21.0875,12.0,,
2013-08-27,2.0,442.318352086176,1.0,21.0875,12.0,,
2013-08-27,3.0,251.053043195831,1.0,21.0875,12.0,,
2013-08-27,4.0,89.3398068106772,1.0,21.0875,12.0,,
2013-08-27,5.0,305.77200439049,1.0,21.0875,12.0,,
2013-08-28,1.0,108.876991442649,0.0,21.3,7.0,,
2013-08-28,2.0,418.297941202801,0.0,21.3,7.0,,
2013-08-28,3.0,225.878194718714,0.0,21.3,7.0,,
2013-08-28,4.0,87.5160458910728,0.0,21.3,7.0,,
2013-08-28,5.0,349.390973099531,0.0,21.3,7.0,,
2013-08-29,1.0,178.178023803315,3.0,20.2125,11.0,,
2013-08-29,2.0,386.390267686346,3.0,20.2125,11.0,,
2013-08-29,3.0,198.776407298801,3.0,20.2125,11.0,,
2013-08-29,4.0,67.1751319746152,3.0,20.2125,11.0,,
2013-08-29,5.0,396.454612761332,3.0,20.2125,11.0,,
2013-08-30,1.0,133.150828452892,6.0,19.7875,8.0,5.0,
2013-08-30,2.0,492.141265198519,6.0,19.7875,8.0,5.0,
2013-08-30,3.0,184.252334847289,6.0,19.7875,8.0,5.0,
2013-08-30,4.0,77.9353068130843,6.0,19.7875,8.0,5.0,
2013-08-30,5.0,343.345686609289,6.0,19.7875,8.0,5.0,
2013-08-31,1.0,130.821314898435,5.0,18.35,16.0,21.0,
2013-08-31,2.0,581.490537751984,5.0,18.35,16.0,21.0,
2013-08-31,3.0,265.410807550213,5.0,18.35,16.0,21.0,
2013-08-31,4.0,86.0077280021026,5.0,18.35,16.0,21.0,
2013-08-31,5.0,344.096618940689,5.0,18.35,16.0,21.0,
2013-09-01,1.0,95.9704314892471,7.0,15.8625,16.0,61.0,
2013-09-01,2.0,481.584829613001,7.0,15.8625,16.0,61.0,
2013-09-01,3.0,239.545084070735,7.0,15.8625,16.0,61.0,
2013-09-01,4.0,139.776992842103,7.0,15.8625,16.0,61.0,
2013-09-01,5.0,400.375251601544,7.0,15.8625,16.0,61.0,
2013-09-02,1.0,138.408723210465,7.0,16.575,17.0,63.0,
2013-09-02,2.0,350.023432755307,7.0,16.575,17.0,63.0,
2013-09-02,3.0,165.884794599896,7.0,16.575,17.0,63.0,
2013-09-02,4.0,97.5577291094531,7.0,16.575,17.0,63.0,
2013-09-02,5.0,236.082416986532,7.0,16.575,17.0,63.0,
2013-09-03,1.0,138.825618927843,7.0,18.225,11.0,21.0,
2013-09-03,2.0,357.401285676803,7.0,18.225,11.0,21.0,
2013-09-03,3.0,174.655491296255,7.0,18.225,11.0,21.0,
2013-09-03,4.0,66.7042185386037,7.0,18.225,11.0,21.0,
2013-09-03,5.0,270.350123886175,7.0,18.225,11.0,21.0,
2013-09-04,1.0,100.221969526295,7.0,18.125,5.0,,
2013-09-04,2.0,362.249371679536,7.0,18.125,5.0,,
2013-09-04,3.0,162.83743839423,7.0,18.125,5.0,,
2013-09-04,4.0,102.369988965095,7.0,18.125,5.0,,
2013-09-04,5.0,308.670506473354,7.0,18.125,5.0,,
2013-09-05,1.0,173.658100347255,0.0,21.7,8.0,,
2013-09-05,2.0,400.95010523182,0.0,21.7,8.0,,
2013-09-05,3.0,155.795527807677,0.0,21.7,8.0,,
2013-09-05,4.0,64.7180977987766,0.0,21.7,8.0,,
2013-09-05,5.0,309.022150561535,0.0,21.7,8.0,,
2013-09-06,1.0,171.415179710314,0.0,24.7,9.0,,
2013-09-06,2.0,395.673296994009,0.0,24.7,9.0,,
2013-09-06,3.0,183.372780096599,0.0,24.7,9.0,,
2013-09-06,4.0,79.6716952926438,0.0,24.7,9.0,,
2013-09-06,5.0,307.019415636833,0.0,24.7,9.0,,
2013-09-07,1.0,186.034060963767,6.0,22.7625,7.0,,
2013-09-07,2.0,591.523547732665,6.0,22.7625,7.0,,
2013-09-07,3.0,215.339022862711,6.0,22.7625,7.0,,
2013-09-07,4.0,65.0128197234662,6.0,22.7625,7.0,,
2013-09-07,5.0,447.991745678441,6.0,22.7625,7.0,,
2013-09-08,1.0,88.8925958109828,7.0,20.1625,8.0,61.0,
2013-09-08,2.0,576.040699297842,7.0,20.1625,8.0,61.0,
2013-09-08,3.0,261.723925353895,7.0,20.1625,8.0,61.0,
2013-09-08,4.0,115.868951321453,7.0,20.1625,8.0,61.0,
2013-09-08,5.0,453.792300083562,7.0,20.1625,8.0,61.0,
2013-09-09,1.0,169.359968504942,8.0,11.575,11.0,63.0,
2013-09-09,2.0,331.981293986457,8.0,11.575,11.0,63.0,
2013-09-09,3.0,155.698998919682,8.0,11.575,11.0,63.0,
2013-09-09,4.0,78.4321446410245,8.0,11.575,11.0,63.0,
2013-09-09,5.0,266.740185481098,8.0,11.575,11.0,63.0,
2013-09-10,1.0,89.6944536084346,6.0,13.5875,11.0,65.0,
2013-09-10,2.0,363.667829135983,6.0,13.5875,11.0,65.0,
2013-09-10,3.0,186.631885480156,6.0,13.5875,11.0,65.0,
2013-09-10,4.0,75.320737395332,6.0,13.5875,11.0,65.0,
2013-09-10,5.0,272.085784886284,6.0,13.5875,11.0,65.0,
2013-09-11,1.0,103.363686559795,6.0,13.9,8.0,61.0,
2013-09-11,2.0,350.81380789681,6.0,13.9,8.0,61.0,
2013-09-11,3.0,156.993834222857,6.0,13.9,8.0,61.0,
2013-09-11,4.0,84.1743682721035,6.0,13.9,8.0,61.0,
2013-09-11,5.0,266.283742487977,6.0,13.9,8.0,61.0,
2013-09-12,1.0,106.474399987548,6.0,16.1125,6.0,61.0,
2013-09-12,2.0,354.282593212868,6.0,16.1125,6.0,61.0,
2013-09-12,3.0,128.957531070768,6.0,16.1125,6.0,61.0,
2013-09-12,4.0,79.9069125959926,6.0,16.1125,6.0,61.0,
2013-09-12,5.0,291.297115676725,6.0,16.1125,6.0,61.0,
2013-09-13,1.0,122.564626199915,6.0,17.4375,5.0,21.0,
2013-09-13,2.0,413.041864366013,6.0,17.4375,5.0,21.0,
2013-09-13,3.0,142.450922270702,6.0,17.4375,5.0,21.0,
2013-09-13,4.0,60.0423801030524,6.0,17.4375,5.0,21.0,
2013-09-13,5.0,306.313400312796,6.0,17.4375,5.0,21.0,
2013-09-14,1.0,174.938807466572,5.0,17.625,10.0,63.0,
2013-09-14,2.0,530.825102628704,5.0,17.625,10.0,63.0,
2013-09-14,3.0,230.524249936583,5.0,17.625,10.0,63.0,
2013-09-14,4.0,68.6316728927997,5.0,17.625,10.0,63.0,
2013-09-14,5.0,383.083373412478,5.0,17.625,10.0,63.0,
2013-09-15,1.0,55.1960062296304,7.0,14.8625,10.0,21.0,
2013-09-15,2.0,494.908185078447,7.0,14.8625,10.0,21.0,
2013-09-15,3.0,199.525819245624,7.0,14.8625,10.0,21.0,
2013-09-15,4.0,150.947116904365,7.0,14.8625,10.0,21.0,
2013-09-15,5.0,368.235519264474,7.0,14.8625,10.0,21.0,
2013-09-16,1.0,146.760234890658,3.0,13.1375,13.0,21.0,
2013-09-16,2.0,363.701917843028,3.0,13.1375,13.0,21.0,
2013-09-16,3.0,150.458078596152,3.0,13.1375,13.0,21.0,
2013-09-16,4.0,68.5094924358894,3.0,13.1375,13.0,21.0,
2013-09-16,5.0,230.653426038182,3.0,13.1375,13.0,21.0,
2013-09-17,1.0,136.118044538363,5.0,13.1375,10.0,63.0,
2013-09-17,2.0,321.054881338889,5.0,13.1375,10.0,63.0,
2013-09-17,3.0,121.601419092438,5.0,13.1375,10.0,63.0,
2013-09-17,4.0,88.0432401860715,5.0,13.1375,10.0,63.0,
2013-09-17,5.0,320.526447004404,5.0,13.1375,10.0,63.0,
2013-09-18,1.0,152.255085210606,4.0,13.05,9.0,,
2013-09-18,2.0,327.413713418182,4.0,13.05,9.0,,
2013-09-18,3.0,123.430475306719,4.0,13.05,9.0,,
2013-09-18,4.0,81.9233275996418,4.0,13.05,9.0,,
2013-09-18,5.0,273.5407716877,4.0,13.05,9.0,,
2013-09-19,1.0,148.674992078993,5.0,14.8375,11.0,63.0,
2013-09-19,2.0,362.273757016504,5.0,14.8375,11.0,63.0,
2013-09-19,3.0,127.595436733938,5.0,14.8375,11.0,63.0,
2013-09-19,4.0,56.2795004974713,5.0,14.8375,11.0,63.0,
2013-09-19,5.0,300.262376130314,5.0,14.8375,11.0,63.0,
2013-09-20,1.0,110.159250328825,7.0,13.525,6.0,,
2013-09-20,2.0,375.16829079452,7.0,13.525,6.0,,
2013-09-20,3.0,119.995567870545,7.0,13.525,6.0,,
2013-09-20,4.0,87.4952661591497,7.0,13.525,6.0,,
2013-09-20,5.0,377.403500794794,7.0,13.525,6.0,,
2013-09-21,1.0,178.263887943827,7.0,15.35,9.0,,
2013-09-21,2.0,525.014097788583,7.0,15.35,9.0,,
2013-09-21,3.0,227.17812505778,7.0,15.35,9.0,,
2013-09-21,4.0,48.2782247656494,7.0,15.35,9.0,,
2013-09-21,5.0,320.960054511642,7.0,15.35,9.0,,
2013-09-22,1.0,86.6668973821597,6.0,17.1375,14.0,21.0,
2013-09-22,2.0,500.579617827733,6.0,17.1375,14.0,21.0,
2013-09-22,3.0,216.025597526986,6.0,17.1375,14.0,21.0,
2013-09-22,4.0,181.071825652617,6.0,17.1375,14.0,21.0,
2013-09-22,5.0,359.99538027315,6.0,17.1375,14.0,21.0,
2013-09-23,1.0,111.128410563554,7.0,17.3125,14.0,21.0,
2013-09-23,2.0,339.417738661045,7.0,17.3125,14.0,21.0,
2013-09-23,3.0,115.173949077037,7.0,17.3125,14.0,21.0,
2013-09-23,4.0,72.8638989817766,7.0,17.3125,14.0,21.0,
2013-09-23,5.0,293.881781699553,7.0,17.3125,14.0,21.0,
2013-09-24,1.0,139.64144576808,8.0,15.7375,10.0,,
2013-09-24,2.0,314.00466178787,8.0,15.7375,10.0,,
2013-09-24,3.0,107.515311254663,8.0,15.7375,10.0,,
2013-09-24,4.0,91.9109696976559,8.0,15.7375,10.0,,
2013-09-24,5.0,261.601833826599,8.0,15.7375,10.0,,
2013-09-25,1.0,117.94119333604,6.0,13.5375,7.0,61.0,
2013-09-25,2.0,333.964687913619,6.0,13.5375,7.0,61.0,
2013-09-25,3.0,133.455357081465,6.0,13.5375,7.0,61.0,
2013-09-25,4.0,83.2754466610357,6.0,13.5375,7.0,61.0,
2013-09-25,5.0,298.284260355615,6.0,13.5375,7.0,61.0,
2013-09-26,1.0,203.314345156607,1.0,12.9875,12.0,,
2013-09-26,2.0,348.862509645868,1.0,12.9875,12.0,,
2013-09-26,3.0,111.331440019646,1.0,12.9875,12.0,,
2013-09-26,4.0,52.9418817206733,1.0,12.9875,12.0,,
2013-09-26,5.0,287.793533580575,1.0,12.9875,12.0,,
2013-09-27,1.0,135.507291692088,5.0,13.0125,8.0,21.0,
2013-09-27,2.0,337.894647078396,5.0,13.0125,8.0,21.0,
2013-09-27,3.0,102.187864090432,5.0,13.0125,8.0,21.0,
2013-09-27,4.0,93.9440670728549,5.0,13.0125,8.0,21.0,
2013-09-27,5.0,283.206061885802,5.0,13.0125,8.0,21.0,
2013-09-28,1.0,134.613756840197,0.0,13.1,8.0,,
2013-09-28,2.0,578.156874149585,0.0,13.1,8.0,,
2013-09-28,3.0,247.995826181906,0.0,13.1,8.0,,
2013-09-28,4.0,98.4375774152303,0.0,13.1,8.0,,
2013-09-28,5.0,290.84887886944,0.0,13.1,8.0,,
2013-09-29,1.0,68.6316896995448,3.0,14.175,12.0,,
2013-09-29,2.0,503.155199518292,3.0,14.175,12.0,,
2013-09-29,3.0,194.986111359586,3.0,14.175,12.0,,
2013-09-29,4.0,148.939102156167,3.0,14.175,12.0,,
2013-09-29,5.0,304.830463976939,3.0,14.175,12.0,,
2013-09-30,1.0,156.502435955326,1.0,12.825,14.0,,
2013-09-30,2.0,360.827106059368,1.0,12.825,14.0,,
2013-09-30,3.0,141.992865332313,1.0,12.825,14.0,,
2013-09-30,4.0,98.1860676233875,1.0,12.825,14.0,,
2013-09-30,5.0,331.154356903853,1.0,12.825,14.0,,
2013-10-01,1.0,123.397540137977,0.0,12.9125,13.0,5.0,
2013-10-01,2.0,356.816079467772,0.0,12.9125,13.0,5.0,
2013-10-01,3.0,135.614594111775,0.0,12.9125,13.0,5.0,
2013-10-01,4.0,67.6549909234488,0.0,12.9125,13.0,5.0,
2013-10-01,5.0,351.590991371398,0.0,12.9125,13.0,5.0,
2013-10-02,1.0,196.720969158391,1.0,12.7,10.0,,
2013-10-02,2.0,423.688173539227,1.0,12.7,10.0,,
2013-10-02,3.0,156.465804020451,1.0,12.7,10.0,,
2013-10-02,4.0,119.813127526207,1.0,12.7,10.0,,
2013-10-02,5.0,322.880300414914,1.0,12.7,10.0,,
2013-10-03,1.0,75.2337302417469,0.0,11.7625,12.0,5.0,
2013-10-03,2.0,592.567211256288,0.0,11.7625,12.0,5.0,
2013-10-03,3.0,192.293311340733,0.0,11.7625,12.0,5.0,
2013-10-03,4.0,148.994652688514,0.0,11.7625,12.0,5.0,
2013-10-03,5.0,440.898116086485,0.0,11.7625,12.0,5.0,
2013-10-04,1.0,156.066122625816,5.0,11.2,8.0,63.0,
2013-10-04,2.0,501.347948785726,5.0,11.2,8.0,63.0,
2013-10-04,3.0,179.301551909794,5.0,11.2,8.0,63.0,
2013-10-04,4.0,74.562061444226,5.0,11.2,8.0,63.0,
2013-10-04,5.0,280.756383513395,5.0,11.2,8.0,63.0,
2013-10-05,1.0,152.280762053885,7.0,15.575,8.0,20.0,
2013-10-05,2.0,532.496621420318,7.0,15.575,8.0,20.0,
2013-10-05,3.0,225.910066727439,7.0,15.575,8.0,20.0,
2013-10-05,4.0,66.2032518834826,7.0,15.575,8.0,20.0,
2013-10-05,5.0,326.993164913838,7.0,15.575,8.0,20.0,
2013-10-06,1.0,92.4805772695364,7.0,15.25,6.0,,
2013-10-06,2.0,534.597184990357,7.0,15.25,6.0,,
2013-10-06,3.0,225.346819831364,7.0,15.25,6.0,,
2013-10-06,4.0,129.952199872951,7.0,15.25,6.0,,
2013-10-06,5.0,340.701203063945,7.0,15.25,6.0,,
2013-10-07,1.0,124.841544023845,1.0,16.275,7.0,,
2013-10-07,2.0,372.452301813743,1.0,16.275,7.0,,
2013-10-07,3.0,146.80201055568,1.0,16.275,7.0,,
2013-10-07,4.0,70.2008226210611,1.0,16.275,7.0,,
2013-10-07,5.0,318.481660598268,1.0,16.275,7.0,,
2013-10-08,1.0,96.867100978839,6.0,15.1125,8.0,61.0,
2013-10-08,2.0,324.616615610371,6.0,15.1125,8.0,61.0,
2013-10-08,3.0,179.71807625926,6.0,15.1125,8.0,61.0,
2013-10-08,4.0,73.2079831960351,6.0,15.1125,8.0,61.0,
2013-10-08,5.0,245.656923063522,6.0,15.1125,8.0,61.0,
2013-10-09,1.0,149.761758936995,7.0,14.3125,10.0,21.0,
2013-10-09,2.0,369.540618454844,7.0,14.3125,10.0,21.0,
2013-10-09,3.0,153.104643981133,7.0,14.3125,10.0,21.0,
2013-10-09,4.0,101.892689553858,7.0,14.3125,10.0,21.0,
2013-10-09,5.0,260.831242292014,7.0,14.3125,10.0,21.0,
2013-10-10,1.0,119.300284972145,5.0,10.975,6.0,,
2013-10-10,2.0,349.149490881751,5.0,10.975,6.0,,
2013-10-10,3.0,157.491453078096,5.0,10.975,6.0,,
2013-10-10,4.0,70.9668372971161,5.0,10.975,6.0,,
2013-10-10,5.0,266.156733546376,5.0,10.975,6.0,,
2013-10-11,1.0,123.2348187168,7.0,13.8625,20.0,10.0,
2013-10-11,2.0,349.112977802115,7.0,13.8625,20.0,10.0,
2013-10-11,3.0,166.021960265633,7.0,13.8625,20.0,10.0,
2013-10-11,4.0,75.3024074738754,7.0,13.8625,20.0,10.0,
2013-10-11,5.0,229.072309397699,7.0,13.8625,20.0,10.0,
2013-10-12,1.0,140.262421715801,8.0,13.025,21.0,63.0,
2013-10-12,2.0,425.070804590291,8.0,13.025,21.0,63.0,
2013-10-12,3.0,204.748697582742,8.0,13.025,21.0,63.0,
2013-10-12,4.0,85.8339467852549,8.0,13.025,21.0,63.0,
2013-10-12,5.0,273.221595297806,8.0,13.025,21.0,63.0,
2013-10-13,1.0,42.9967926268111,5.0,10.8625,5.0,,
2013-10-13,2.0,452.275706400622,5.0,10.8625,5.0,,
2013-10-13,3.0,187.165299913108,5.0,10.8625,5.0,,
2013-10-13,4.0,149.25084502852,5.0,10.8625,5.0,,
2013-10-13,5.0,248.357762950889,5.0,10.8625,5.0,,
